"Nom_com";"id_insee";"annee";"PO_pop";"LP_pop";"LH_pop";"LC_pop";"Autres_pop";"Total_menages_pop";"PO_menages";"LP_menages";"LH_menages";"LC_menages";"Autres_menages";"Total_menages_menages";"PO_1_pers";"LP_1_pers";"LH_1_pers";"LC_1_pers";"Autres_1_pers";"Total_menages_1_pers";"PO_2_pers";"LP_2_pers";"LH_2_pers";"LC_2_pers";"Autres_2_pers";"Total_menages_2_pers";"PO_3_pers";"LP_3_pers";"LH_3_pers";"LC_3_pers";"Autres_3_pers";"Total_menages_3_pers";"PO_4_pers";"LP_4_pers";"LH_4_pers";"LC_4_pers";"Autres_4_pers";"Total_menages_4_pers";"PO_5_pers";"LP_5_pers";"LH_5_pers";"LC_5_pers";"Autres_5_pers";"Total_menages_5_pers";"PO_6et+_pers";"LP_6et+_pers";"LH_6et+_pers";"LC_6et+_pers";"Autres_6et+_pers";"Total_menages_6et+_pers";"PO_nbper_ecart_type";"LP_nbper_ecart_type";"LH_nbper_ecart_type";"LC_nbper_ecart_type";"Autres_nbper_ecart_type";"Total_menages_nbper_ecart_type";"PO_nbper_moyenne";"LP_nbper_moyenne";"LH_nbper_moyenne";"LC_nbper_moyenne";"Autres_nbper_moyenne";"Total_menages_nbper_moyenne";"PO_surfhpp_ecart_type";"LP_surfhpp_ecart_type";"LH_surfhpp_ecart_type";"LC_surfhpp_ecart_type";"Autres_surfhpp_ecart_type";"Total_menages_surfhpp_ecart_type";"PO_surfhpp_moyenne";"LP_surfhpp_moyenne";"LH_surfhpp_moyenne";"LC_surfhpp_moyenne";"Autres_surfhpp_moyenne";"Total_menages_surfhpp_moyenne";"PO_surfhpp_mediane";"LP_surfhpp_mediane";"LH_surfhpp_mediane";"LC_surfhpp_mediane";"Autres_surfhpp_mediane";"Total_menages_surfhpp_mediane";"PO_sfp_celibataire";"LP_sfp_celibataire";"LH_sfp_celibataire";"LC_sfp_celibataire";"Autres_sfp_celibataire";"Total_menages_sfp_celibataire";"PO_sfp_divorce";"LP_sfp_divorce";"LH_sfp_divorce";"LC_sfp_divorce";"Autres_sfp_divorce";"Total_menages_sfp_divorce";"PO_sfp_marie_pacxe";"LP_sfp_marie_pacse";"LH_sfp_marie_pacse";"LC_sfp_marie_pacse";"Autres_sfp_marie_pacse";"Total_menages_sfp_marie_pacse";"PO_sfp_veuf";"LP_sfp_veuf";"LH_sfp_veuf";"LC_sfp_veuf";"Autres_sfp_veuf";"Total_menages_sfp_veuf";"PO_age_ref_<25ans";"LP_age_ref_<25ans";"LH_age_ref_<25ans";"LC_age_ref_<25ans";"Autres_age_ref_<25ans";"Total_menages_age_ref_<25ans";"PO_age_ref_25-39ans";"LP_age_ref_25-39ans";"LH_age_ref_25-39ans";"LC_age_ref_25-39ans";"Autres_age_ref_25-39ans";"Total_menages_age_ref_25-39ans";"PO_age_ref_40-59ans";"LP_age_ref_40-59ans";"LH_age_ref_40-59ans";"LC_age_ref_40-59ans";"Autres_age_ref_40-59ans";"Total_menages_age_ref_40-59ans";"PO_age_ref_60-74ans";"LP_age_ref_60-74ans";"LH_age_ref_60-74ans";"LC_age_ref_60-74ans";"Autres_age_ref_60-74ans";"Total_menages_age_ref_60-74ans";"PO_age_ref_>74ans";"LP_age_ref_>74ans";"LH_age_ref_>74ans";"LC_age_ref_>74ans";"Autres_age_ref_>74ans";"Total_menages_age_ref_>74ans";"PO_age_ref_ecart_type";"LP_age_ref_ecart_type";"LH_age_ref_ecart_type";"LC_age_ref_ecart_type";"Autres_age_ref_ecart_type";"Total_menages_age_ref_ecart_type";"PO_age_ref_moyenne";"LP_age_ref_moyenne";"LH_age_ref_moyenne";"LC_age_ref_moyenne";"Autres_age_ref_moyenne";"Total_menages_age_ref_moyenne";"PO_age_ref_mediane";"LP_age_ref_mediane";"LH_age_ref_mediane";"LC_age_ref_mediane";"Autres_age_ref_mediane";"Total_menages_age_ref_mediane";"PO_pas_enf18ans";"LP_pas_enf18ans";"LH_pas_enf18ans";"LC_pas_enf18ans";"Autres_pas_enf18ans";"Total_menages_pas_enf18ans";"PO_1et+_enf18ans";"LP_1et+_enf18ans";"LH_1et+_enf18ans";"LC_1et+_enf18ans";"Autres_1et+_enf18ans";"Total_menages_1et+_enf18ans";"PO_pas_enf6ans";"LP_pas_enf6ans";"LH_pas_enf6ans";"LC_pas_enf6ans";"Autres_pas_enf6ans";"Total_menages_pas_enf6ans";"PO_1et+_enf6ans";"LP_1et+_enf6ans";"LH_1et+_enf6ans";"LC_1et+_enf6ans";"Autres_1et+_enf6ans";"Total_menages_1et+_enf6ans";"PO_fmono_parentale";"LP_fmono_parentale";"LH_fmono_parentale";"LC_fmono_parentale";"Autres_fmono_parentale";"Total_menages_fmono_parentale";"PO_duroc_<1an";"LP_duroc_<1an";"LH_duroc_<1an";"LC_duroc_<1an";"Autres_duroc_<1an";"Total_menages_duroc_<1an";"PO_duroc_1an";"LP_duroc_1an";"LH_duroc_1an";"LC_duroc_1an";"Autres_duroc_1an";"Total_menages_duroc_1an";"PO_duroc_2ans";"LP_duroc_2ans";"LH_duroc_2ans";"LC_duroc_2ans";"Autres_duroc_2ans";"Total_menages_duroc_2ans";"PO_duroc_3-4ans";"LP_duroc_3-4ans";"LH_duroc_3-4ans";"LC_duroc_3-4ans";"Autres_duroc_3-4ans";"Total_menages_duroc_3-4ans";"PO_duroc_5-9ans";"LP_duroc_5-9ans";"LH_duroc_5-9ans";"LC_duroc_5-9ans";"Autres_duroc_5-9ans";"Total_menages_duroc_5-9ans";"PO_duroc_>9ans";"LP_duroc_>9ans";"LH_duroc_>9ans";"LC_duroc_>9ans";"Autres_duroc_>9ans";"Total_menages_duroc_>9ans";"PO_duroc_ecart_type";"LP_duroc_ecart_type";"LH_duroc_ecart_type";"LC_duroc_ecart_type";"Autres_duroc_ecart_type";"Total_menages_duroc_ecart_type";"PO_duroc_moyenne";"LP_duroc_moyenne";"LH_duroc_moyenne";"LC_duroc_moyenne";"Autres_duroc_moyenne";"Total_menages_duroc_moyenne";"PO_duroc_mediane";"LP_duroc_mediane";"LH_duroc_mediane";"LC_duroc_mediane";"Autres_duroc_mediane";"Total_menages_duroc_mediane"
"Sorbollano";"2A285";2019;"33";"s";"0";"0";"s";49;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"19";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"1";"s";"0";"0";"s";1;"2";"s";"0";"0";"s";2;"32";"s";"0";"0";"s";32;"64";"s";"0";"0";"s";65;"57";"s";"0";"0";"s";61;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"12";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";70;"s";"s";"0";"0";"s";71;"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"12";"s";"0";"0";"s";"11";"15";"s";"0";"0";"s";"15";"13";"s";"0";"0";"s";14
"Sotta";"2A288";2019;"748";"278";"0";"s";"s";1118;"348";"122";"0";"s";"s";"524";"120";"41";"0";"0";"30";"191";"127";"s";"0";"0";"s";"177";"49";"s";"0";"0";"s";"79";"37";"s";"0";"s";"s";"58";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"36";"26";"0";"s";"s";35;"58";"39";"0";"s";"s";53;"49";"33";"0";"s";"s";44;"s";"55";"0";"0";"s";"135";"63";"s";"0";"0";"s";"97";"161";"44";"0";"s";"s";"220";"s";"s";"0";"0";"s";"72";"0";"s";"0";"0";"s";"s";"s";"27";"0";"0";"s";"s";"116";"58";"0";"s";"s";"197";"117";"25";"0";"0";"16";"158";"s";"s";"0";"0";"s";"119";"15";"16";"0";"s";"s";"16";"64";"51";"0";"s";"s";61;"64";"49";"0";"s";"s";61;"271";"s";"0";"0";"s";"389";"77";"s";"0";"s";"s";"135";"s";"s";"0";"s";"s";"475";"s";"s";"0";"0";"0";"49";"23";"s";"0";"0";"s";"48";"s";"s";"0";"0";"s";"39";"20";"s";"0";"0";"s";"31";"s";"19";"0";"0";"s";"35";"54";"s";"0";"0";"s";"93";"80";"s";"0";"s";"s";"109";"163";"27";"0";"0";"27";"217";"10";"8";"0";"s";"s";"10";"12";"7";"0";"s";"s";"11";"9";"3";"0";"s";"s";7
"Sant'Andréa-d'Orcino";"2A295";2019;"72";"s";"0";"s";"s";93;"34";"s";"0";"s";"s";"48";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"19";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"1";"s";"0";"s";"s";1;"2";"s";"0";"s";"s";2;"38";"s";"0";"s";"s";37;"61";"s";"0";"s";"s";59;"49";"s";"0";"s";"s";49;"s";"s";"0";"s";"s";"18";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"19";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"26";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"13";"s";"0";"s";"s";"13";"61";"s";"0";"s";"s";57;"58";"s";"0";"s";"s";56;"s";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"13";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"s";"s";"19";"8";"s";"0";"s";"s";"8";"10";"s";"0";"s";"s";"9";"8";"s";"0";"s";"s";8
"San-Gavino-di-Carbini";"2A300";2019;"583";"227";"0";"s";"s";875;"261";"101";"0";"s";"s";"395";"84";"39";"0";"s";"s";"142";"96";"s";"0";"0";"s";"129";"s";"s";"0";"0";"s";"52";"36";"s";"0";"0";"s";"51";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"35";"26";"0";"s";"s";34;"58";"41";"0";"s";"s";54;"52";"37";"0";"s";"s";49;"s";"40";"0";"s";"s";"s";"46";"24";"0";"s";"s";"81";"146";"s";"0";"0";"s";"189";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"27";"0";"0";"s";"42";"86";"47";"0";"s";"s";"147";"93";"s";"0";"s";"s";"126";"s";"s";"0";"0";"s";"79";"15";"14";"0";"s";"s";"17";"66";"49";"0";"s";"s";61;"67";"52";"0";"s";"s";61;"203";"s";"0";"s";"s";"294";"58";"s";"0";"0";"s";"101";"246";"s";"0";"s";"s";"365";"15";"s";"0";"0";"s";"30";"s";"15";"0";"0";"s";"34";"s";"s";"0";"s";"0";"20";"s";"s";"0";"0";"s";"24";"14";"s";"0";"0";"s";"31";"30";"s";"0";"0";"s";"60";"42";"s";"0";"0";"s";"66";"158";"21";"0";"s";"s";"194";"9";"6";"0";"s";"s";"9";"13";"6";"0";"s";"s";"11";"12";"3";"0";"s";"s";9
"Sainte-Lucie-de-Tallano";"2A308";2019;"232";"83";"0";"12";"50";377;"132";"s";"0";"s";"s";"215";"63";"34";"0";"s";"s";"108";"51";"s";"0";"0";"s";"76";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"13";"s";"0";"0";"s";"0";"s";"0";"0";"0";"0";"s";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"40";"20";"0";"s";"s";36;"56";"43";"0";"s";"s";51;"44";"40";"0";"s";"s";42;"s";"19";"0";"s";"s";"58";"27";"s";"0";"0";"s";"47";"49";"s";"0";"s";"s";"71";"s";"s";"0";"0";"s";"39";"0";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"19";"0";"s";"s";"45";"53";"s";"0";"0";"s";"79";"63";"s";"0";"s";"s";"80";"13";"15";"0";"s";"s";"16";"73";"61";"0";"s";"s";68;"74";"62";"0";"s";"s";70;"117";"s";"0";"s";"s";"182";"15";"s";"0";"s";"s";"33";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"15";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"16";"s";"0";"s";"s";"27";"24";"s";"0";"0";"s";"41";"79";"18";"0";"s";"s";"114";"10";"5";"0";"s";"s";"9";"13";"7";"0";"s";"s";"12";"11";"8";"0";"s";"s";10
"Santa-Maria-Figaniella";"2A310";2019;"53";"s";"0";"s";"s";73;"s";"s";"0";"s";"s";"28";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"3";"s";"0";"s";"s";2;"3";"s";"0";"s";"s";3;"34";"s";"0";"s";"s";35;"51";"s";"0";"s";"s";51;"43";"s";"0";"s";"s";43;"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"18";"s";"s";"0";"s";"s";65;"s";"s";"0";"s";"s";70;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"s";"0";"s";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"9";"s";"0";"s";"s";"9";"15";"s";"0";"s";"s";"14";"16";"s";"0";"s";"s";15
"Santa-Maria-Siché";"2A312";2019;"232";"100";"0";"18";"34";384;"111";"55";"0";"s";"s";"192";"39";"s";"0";"s";"s";"75";"39";"17";"0";"s";"s";"68";"s";"s";"0";"s";"s";"28";"s";"s";"0";"0";"s";"s";"0";"s";"0";"s";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"32";"46";"0";"s";"s";36;"61";"52";"0";"s";"s";56;"55";"40";"0";"s";"s";45;"s";"24";"0";"s";"s";"55";"21";"s";"0";"s";"s";"36";"50";"s";"0";"s";"s";"69";"s";"s";"0";"0";"s";"32";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"s";"18";"s";"20";"0";"s";"s";"58";"45";"s";"0";"s";"s";"61";"39";"s";"0";"s";"s";"55";"14";"18";"0";"s";"s";"17";"68";"57";"0";"s";"s";63;"68";"53";"0";"s";"s";65;"98";"43";"0";"s";"s";"156";"13";"12";"0";"s";"s";"36";"s";"s";"0";"s";"s";"181";"s";"s";"0";"s";"s";"11";"s";"s";"0";"s";"s";"19";"s";"s";"0";"0";"s";"21";"s";"s";"0";"s";"s";"11";"s";"s";"0";"s";"s";"13";"s";"s";"0";"0";"s";"15";"21";"s";"0";"s";"s";"42";"68";"s";"0";"s";"s";"90";"8";"9";"0";"s";"s";"9";"13";"7";"0";"s";"s";"11";"12";"4";"0";"s";"s";9
"Tasso";"2A322";2019;"51";"11";"0";"0";"11";73;"35";"s";"0";"0";"s";"48";"s";"s";"0";"0";"s";"32";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"1";"s";"0";"0";"s";1;"1";"s";"0";"0";"s";2;"28";"s";"0";"0";"s";42;"50";"s";"0";"0";"s";51;"40";"s";"0";"0";"s";38;"s";"s";"0";"0";"s";"20";"s";"s";"0";"0";"0";"12";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"16";"s";"s";"0";"0";"0";"15";"12";"s";"0";"0";"s";"13";"69";"s";"0";"0";"s";67;"67";"s";"0";"0";"s";67;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"29";"9";"s";"0";"0";"s";"9";"14";"s";"0";"0";"s";"13";"13";"s";"0";"0";"s";13
"Tavaco";"2A323";2019;"257";"49";"0";"0";"23";329;"115";"s";"0";"0";"s";"146";"s";"s";"0";"0";"s";"53";"s";"s";"0";"0";"s";"39";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"1";"1";"0";"0";"2";1;"2";"2";"0";"0";"3";2;"39";"25";"0";"0";"24";37;"58";"45";"0";"0";"37";55;"48";"38";"0";"0";"39";44;"26";"s";"0";"0";"s";"40";"s";"s";"0";"0";"0";"19";"s";"s";"0";"0";"s";"59";"s";"s";"0";"0";"s";"28";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"28";"s";"s";"0";"0";"0";"54";"s";"s";"0";"0";"s";"37";"s";"s";"0";"0";"s";"27";"17";"s";"0";"0";"s";"17";"59";"s";"0";"0";"s";58;"58";"s";"0";"0";"s";58;"s";"s";"0";"0";"s";"106";"s";"s";"0";"0";"s";"40";"s";"s";"0";"0";"s";"128";"s";"s";"0";"0";"s";"18";"s";"s";"0";"0";"0";"s";"23";"12";"0";"0";"0";"35";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"32";"s";"s";"0";"0";"s";"51";"11";"6";"0";"0";"10";"10";"10";"4";"0";"0";"11";"9";"6";"1";"0";"0";"5";5
"Tavera";"2A324";2019;"249";"65";"0";"0";"58";372;"131";"37";"0";"0";"30";"198";"63";"18";"0";"0";"17";"98";"34";"s";"0";"0";"s";"s";"20";"s";"0";"0";"s";"32";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";1;"2";"2";"0";"0";"2";2;"39";"23";"0";"0";"25";35;"57";"45";"0";"0";"45";53;"43";"40";"0";"0";"39";41;"s";"18";"0";"0";"s";"58";"35";"s";"0";"0";"s";"48";"49";"s";"0";"0";"s";"66";"s";"s";"0";"0";"0";"26";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"32";"34";"15";"0";"0";"12";"61";"41";"s";"0";"0";"s";"58";"s";"s";"0";"0";"s";"47";"16";"15";"0";"0";"15";"17";"64";"53";"0";"0";"51";60;"67";"53";"0";"0";"49";62;"103";"s";"0";"0";"s";"154";"28";"s";"0";"0";"s";"44";"s";"s";"0";"0";"s";"182";"s";"s";"0";"0";"s";"16";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"19";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"11";"s";"0";"0";"s";"22";"24";"s";"0";"0";"s";"43";"75";"s";"0";"0";"s";"92";"9";"6";"0";"0";"10";"9";"13";"5";"0";"0";"11";"11";"11";"4";"0";"0";"7";9
"Tolla";"2A326";2019;"53";"14";"s";"s";"s";98;"32";"s";"s";"s";"s";"65";"17";"s";"s";"s";"s";"41";"s";"s";"s";"s";"s";"s";"s";"0";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"s";"s";"s";1;"2";"1";"s";"s";"s";2;"27";"22";"s";"s";"s";25;"36";"41";"s";"s";"s";39;"27";"36";"s";"s";"s";33;"s";"s";"s";"s";"s";"25";"s";"s";"s";"s";"0";"s";"s";"s";"0";"s";"s";"17";"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"22";"s";"s";"s";"s";"s";"18";"16";"20";"s";"s";"s";"18";"70";"63";"s";"s";"s";64;"70";"64";"s";"s";"s";64;"s";"s";"s";"s";"s";"s";"s";"0";"s";"0";"0";"s";"s";"s";"s";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"0";"s";"s";"0";"s";"s";"s";"s";"s";"s";"0";"s";"s";"s";"s";"s";"s";"14";"s";"s";"s";"s";"s";"32";"8";"5";"s";"s";"s";"8";"14";"5";"s";"s";"s";"11";"15";"4";"s";"s";"s";9
"Ucciani";"2A330";2019;"317";"84";"0";"s";"s";432;"149";"39";"0";"s";"s";"209";"57";"18";"0";"s";"s";"90";"45";"s";"0";"s";"s";"56";"s";"s";"0";"s";"s";"35";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"33";"46";"0";"s";"s";36;"46";"49";"0";"s";"s";47;"40";"30";"0";"s";"s";40;"35";"s";"0";"0";"s";"63";"s";"s";"0";"s";"s";"45";"60";"s";"0";"0";"s";"72";"s";"s";"0";"s";"s";"29";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"57";"s";"0";"0";"s";"78";"46";"s";"0";"s";"s";"62";"s";"s";"0";"s";"s";"45";"15";"17";"0";"s";"s";"16";"61";"54";"0";"s";"s";61;"60";"52";"0";"s";"s";60;"s";"s";"0";"s";"s";"172";"s";"s";"0";"0";"s";"37";"s";"s";"0";"s";"s";"194";"s";"s";"0";"0";"s";"15";"s";"s";"0";"0";"0";"12";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"16";"s";"s";"0";"s";"s";"51";"76";"s";"0";"s";"s";"102";"8";"9";"0";"s";"s";"9";"11";"9";"0";"s";"s";"11";"10";"6";"0";"s";"s";9
"Urbalacone";"2A331";2019;"s";"s";"0";"0";"s";45;"s";"s";"0";"0";"s";"26";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";1;"s";"s";"0";"0";"s";2;"s";"s";"0";"0";"s";34;"s";"s";"0";"0";"s";50;"s";"s";"0";"0";"s";40;"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"18";"s";"s";"0";"0";"s";68;"s";"s";"0";"0";"s";69;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"10";"s";"s";"0";"0";"s";"14";"s";"s";"0";"0";"s";13
"Valle-di-Mezzana";"2A336";2019;"333";"52";"0";"s";"s";409;"124";"27";"0";"s";"s";"168";"s";"15";"0";"s";"s";"53";"s";"s";"0";"s";"s";"44";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"31";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1";"1";"0";"s";"s";1;"3";"2";"0";"s";"s";2;"37";"27";"0";"s";"s";35;"52";"40";"0";"s";"s";50;"40";"30";"0";"s";"s";40;"24";"s";"0";"s";"s";"44";"13";"s";"0";"s";"s";"24";"s";"s";"0";"s";"s";"80";"s";"s";"0";"s";"0";"20";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"62";"s";"s";"0";"s";"s";"51";"s";"s";"0";"s";"s";"31";"15";"20";"0";"s";"s";"17";"60";"46";"0";"s";"s";58;"61";"38";"0";"s";"s";59;"83";"s";"0";"s";"s";"115";"41";"s";"0";"0";"s";"53";"s";"s";"0";"s";"s";"151";"s";"s";"0";"0";"0";"17";"s";"s";"0";"0";"s";"14";"s";"12";"0";"0";"s";"s";"s";"s";"0";"0";"0";"12";"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"31";"s";"s";"0";"s";"s";"71";"10";"5";"0";"s";"s";"10";"11";"3";"0";"s";"s";"10";"8";"1";"0";"s";"s";6
"Vero";"2A345";2019;"384";"77";"0";"15";"21";496;"155";"38";"0";"s";"s";"211";"43";"s";"0";"s";"s";"69";"52";"s";"0";"s";"s";"63";"28";"s";"0";"s";"s";"39";"s";"s";"0";"0";"s";"27";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"2";"1";"0";"s";"s";1;"2";"2";"0";"s";"s";2;"31";"32";"0";"s";"s";32;"51";"45";"0";"s";"s";50;"42";"45";"0";"s";"s";44;"29";"s";"0";"s";"s";"49";"s";"s";"0";"s";"s";"37";"80";"s";"0";"s";"s";"99";"s";"0";"0";"s";"0";"26";"0";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"57";"s";"0";"s";"s";"79";"41";"s";"0";"s";"s";"56";"s";"s";"0";"s";"s";"52";"17";"15";"0";"s";"s";"17";"64";"50";"0";"s";"s";61;"64";"51";"0";"s";"s";60;"107";"s";"0";"s";"s";"148";"48";"s";"0";"s";"s";"63";"s";"s";"0";"s";"s";"188";"s";"s";"0";"0";"s";"23";"s";"s";"0";"s";"s";"13";"s";"s";"0";"0";"s";"19";"s";"s";"0";"s";"0";"13";"s";"s";"0";"0";"0";"12";"s";"s";"0";"s";"s";"34";"31";"s";"0";"s";"s";"48";"s";"s";"0";"s";"s";"85";"10";"5";"0";"s";"s";"9";"12";"4";"0";"s";"s";"10";"9";"2";"0";"s";"s";7
