"Nom_com";"id_insee";"annee";"PO_0_foyer_rat";"LP_0_foyer_rat";"LH_0_foyer_rat";"LC_0_foyer_rat";"autres_0_foyer_rat";"Total_menages_0_foyer_rat";"PO_1_foyer_rat";"LP_1_foyer_rat";"LH_1_foyer_rat";"LC_1_foyer_rat";"autres_1_foyer_rat";"Total_menages_1_foyer_rat";"PO_2_foyers_rat";"LP_2_foyers_rat";"LH_2_foyers_rat";"LC_2_foyers_rat";"autres_2_foyers_rat";"Total_menages_2_foyers_rat";"PO_3et+_foyers_rat";"LP_3et+_foyers_rat";"LH_3et+_foyers_rat";"LC_3et+_foyers_rat";"autres_3et+_foyers_rat";"Total_menages_3et+_foyers_rat";"PO_1er_rat_celibataire";"LP_1er_rat_celibataire";"LH_1er_rat_celibataire";"LC_1er_rat_celibataire";"autres_1er_rat_celibataire";"Total_menages_1er_rat_celibataire";"PO_1er_rat_divorce";"LP_1er_rat_divorce";"LH_1er_rat_divorce";"LC_1er_rat_divorce";"autres_1er_rat_divorce";"Total_menages_1er_rat_divorce";"PO_1er_rat_marie_pacse";"LP_1er_rat_marie_pacse";"LH_1er_rat_marie_pacse";"LC_1er_rat_marie_pacse";"autres_1er_rat_marie_pacse";"Total_menages_1er_rat_marie_pacse";"PO_1er_rat_veuf";"LP_1er_rat_veuf";"LH_1er_rat_veuf";"LC_1er_rat_veuf";"autres_1er_rat_veuf";"Total_menages_1er_rat_veuf";"PO_1er_rat_<25ans";"LP_1er_rat_<25ans";"LH_1er_rat_<25ans";"LC_1er_rat_<25ans";"autres_1er_rat_<25ans";"Total_menages_1er_rat_<25ans";"PO_1er_rat_25-59ans";"LP_1er_rat_25-59ans";"LH_1er_rat_25-59ans";"LC_1er_rat_25-59ans";"autres_1er_rat_25-59ans";"Total_menages_1er_rat_25-59ans";"PO_1er_rat_>59ans";"LP_1er_rat_>59ans";"LH_1er_rat_>59ans";"LC_1er_rat_>59ans";"autres_1er_rat_>59ans";"Total_menages_1er_rat_>59ans";"PO_suroccupation_lourde";"LP_suroccupation_lourde";"LH_suroccupation_lourde";"LC_suroccupation_lourde";"autres_suroccupation_lourde";"Total_menages_suroccupation_lourde";"PO_suroccupation";"LP_suroccupation";"LH_suroccupation";"LC_suroccupation";"autres_suroccupation";"Total_menages_suroccupation";"PO_rev_brut_ecart_type";"LP_rev_brut_ecart_type";"LH_rev_brut_ecart_type";"LC_rev_brut_ecart_type";"autres_rev_brut_ecart_type";"Total_menages_rev_brut_ecart_type";"PO_rev_brut_moyenne";"LP_rev_brut_moyenne";"LH_rev_brut_moyenne";"LC_rev_brut_moyenne";"autres_rev_brut_moyenne";"Total_menages_rev_brut_moyenne";"PO_rev_brut_mediane";"LP_rev_brut_mediane";"LH_rev_brut_mediane";"LC_rev_brut_mediane";"autres_rev_brut_mediane";"Total_menages_rev_brut_mediane";"PO_rev_brut_ucm_ecart_type";"LP_rev_brut_ucm_ecart_type";"LH_rev_brut_ucm_ecart_type";"LC_rev_brut_ucm_ecart_type";"autres_rev_brut_ucm_ecart_type";"Total_menages_rev_brut_ucm_ecart_type";"PO_rev_brut_ucm_moyenne";"LP_rev_brut_ucm_moyenne";"LH_rev_brut_ucm_moyenne";"LC_rev_brut_ucm_moyenne";"autres_rev_brut_ucm_moyenne";"Total_menages_rev_brut_ucm_moyenne";"PO_rev_brut_ucm_mediane";"LP_rev_brut_ucm_mediane";"LH_rev_brut_ucm_mediane";"LC_rev_brut_ucm_mediane";"autres_rev_brut_ucm_mediane";"Total_menages_rev_brut_ucm_mediane";"PO_non_imposable";"LP_non_imposable";"LH_non_imposable";"LC_non_imposable";"autres_non_imposable";"Total_menages_non_imposable";"PO_imposable";"LP_imposable";"LH_imposable";"LC_imposable";"autres_imposable";"Total_menages_imposable";"PO_pas_degrevement";"LP_pas_degrevement";"LH_pas_degrevement";"LC_pas_degrevement";"autres_pas_degrevement";"Total_menages_pas_degrevement";"PO_avec_degrevement";"LP_avec_degrevement";"LH_avec_degrevement";"LC_avec_degrevement";"autres_avec_degrevement";"Total_menages_avec_degrevement";"PO_plafond_HLM_<=30%";"LP_plafond_HLM_<=30%";"LH_plafond_HLM_<=30%";"LC_plafond_HLM_<=30%";"autres_plafond_HLM_<=30%";"Total_menages_plafond_HLM_<=30%";"PO_plafond_HLM_<30-60%";"LP_plafond_HLM_<30-60%";"LH_plafond_HLM_<30-60%";"LC_plafond_HLM_<30-60%";"autres_plafond_HLM_<30-60%";"Total_menages_plafond_HLM_<30-60%";"PO_plafond_HLM_<60-100%";"LP_plafond_HLM_<60-100%";"LH_plafond_HLM_<60-100%";"LC_plafond_HLM_<60-100%";"autres_plafond_HLM_<60-100%";"Total_menages_plafond_HLM_<60-100%";"PO_plafond_HLM_<100-130%";"LP_plafond_HLM_<100-130%";"LH_plafond_HLM_<100-130%";"LC_plafond_HLM_<100-130%";"autres_plafond_HLM_<100-130%";"Total_menages_plafond_HLM_<100-130%";"PO_plafond_HLM_<130-150%";"LP_plafond_HLM_<130-150%";"LH_plafond_HLM_<130-150%";"LC_plafond_HLM_<130-150%";"autres_plafond_HLM_<130-150%";"Total_menages_plafond_HLM_<130-150%";"PO_plafond_HLM_>150%";"LP_plafond_HLM_>150%";"LH_plafond_HLM_>150%";"LC_plafond_HLM_>150%";"autres_plafond_HLM_>150%";"Total_menages_plafond_HLM_>150%";"PO_plafond_HLM_somme";"LP_plafond_HLM_somme";"LH_plafond_HLM_somme";"LC_plafond_HLM_somme";"autres_plafond_HLM_somme";"Total_menages_plafond_HLM_somme";"PO_plafond_HLM_ecart_type";"LP_plafond_HLM_ecart_type";"LH_plafond_HLM_ecart_type";"LC_plafond_HLM_ecart_type";"autres_plafond_HLM_ecart_type";"Total_menages_plafond_HLM_ecart_type";"PO_plafond_HLM_moyenne";"LP_plafond_HLM_moyenne";"LH_plafond_HLM_moyenne";"LC_plafond_HLM_moyenne";"autres_plafond_HLM_moyenne";"Total_menages_plafond_HLM_moyenne";"PO_plafond_HLM_mediane";"LP_plafond_HLM_mediane";"LH_plafond_HLM_mediane";"LC_plafond_HLM_mediane";"autres_plafond_HLM_mediane";"Total_mÃ©nages_plafond_HLM_mediane";"PO_<1_seuil_pauvrete";"LP_<1_seuil_pauvrete";"LH_<1_seuil_pauvrete";"LC_<1_seuil_pauvrete";"autres_<1_seuil_pauvrete";"Total_mÃ©nages_<1_seuil_pauvrete";"PO_1-<2_seuil_pauvrete";"LP_1-<2_seuil_pauvrete";"LH_1-<2_seuil_pauvrete";"LC_1-<2_seuil_pauvrete";"autres_1-<2_seuil_pauvrete";"Total_mÃ©nages_1-<2_seuil_pauvrete";"PO_2-<3_seuil_pauvrete";"LP_2-<3_seuil_pauvrete";"LH_2-<3_seuil_pauvrete";"LC_2-<3_seuil_pauvrete";"autres_2-<3_seuil_pauvrete";"Total_menages_2-<3_seuil_pauvrete";"PO_>=3_seuil_pauvrete";"LP_>=3_seuil_pauvrete";"LH_>=3_seuil_pauvrete";"LC_>=3_seuil_pauvrete";"autres_>=3_seuil_pauvrete";"Total_menages_>=3_seuil_pauvrete"
"Soccia";"2A282";2019;"s";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"20829";"s";".";"s";"s";27420;"30146";"s";".";"s";"s";33288;"23634";"s";".";"s";"s";24327;"10306";"s";".";"s";"s";16282;"21412";"s";".";"s";"s";23773;"20375";"s";".";"s";"s";20581;"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"14";"s";"0";"0";"s";"s";"21";"s";"s";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"4205";"s";".";"s";"s";5567;"53";"s";".";"s";"s";51;"91";"s";".";"s";"s";91;"80";"s";".";"s";"s";86;"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"25";"s";"s";"0";"s";"s";"15";"s";"0";"0";"0";"s";"s"
"Sollacaro";"2A284";2019;"90";"s";"0";"s";"s";"153";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"25525";"17996";".";"s";"s";24324;"35970";"22570";".";"s";"s";31210;"31590";"18409";".";"s";"s";23646;"13802";"15118";".";"s";"s";15048;"24866";"17902";".";"s";"s";22632;"22406";"15975";".";"s";"s";19868;"s";"s";"0";"s";"s";"168";"s";"s";"0";"0";"0";"11";".";".";".";".";".";".";".";".";".";".";".";".";"14";"s";"0";"s";"s";"30";"18";"s";"0";"s";"s";"33";"22";"s";"0";"s";"s";"42";"s";"s";"0";"0";"s";"35";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"27";"11046";"3143";".";"s";"s";16078;"57";"69";".";"s";"s";62;"100";"77";".";"s";"s";90;"103";"67";".";"s";"s";79;"s";"s";"0";"s";"s";"43";"37";"s";"0";"s";"s";"64";"27";"s";"0";"0";"s";"41";"s";"s";"0";"0";"s";"31"
"Sorbollano";"2A285";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"21874";"s";".";".";"s";35957;"35005";"s";".";".";"s";36314;"33443";"s";".";".";"s";26508;"18374";"s";".";".";"s";17590;"26875";"s";".";".";"s";25386;"25897";"s";".";".";"s";24931;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"2416";"s";".";".";"s";2917;"83";"s";".";".";"s";78;"121";"s";".";".";"s";108;"123";"s";".";".";"s";110;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s"
"Sotta";"2A288";2019;"281";"102";"0";"s";"s";"430";"53";"s";"0";"0";"s";"75";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"49";"s";"0";"0";"s";"66";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"48";"s";"0";"0";"s";"70";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"20";"27642";"19578";".";"s";"s";25906;"41937";"28835";".";"s";"s";37290;"36300";"25956";".";"s";"s";31566;"14190";"11393";".";"s";"s";13792;"26829";"18434";".";"s";"s";24130;"25295";"17689";".";"s";"s";22840;"316";"s";"0";"s";"s";"472";"31";"s";"0";"0";"s";"45";".";".";".";".";".";".";".";".";".";".";".";".";"23";"s";"0";"0";"s";"53";"33";"s";"0";"0";"s";"65";"82";"34";"0";"s";"s";"136";"89";"s";"0";"0";"s";"116";"42";"s";"0";"0";"s";"54";"78";"s";"0";"0";"s";"94";"41544";"9893";".";"s";"s";55851;"71";"57";".";"s";"s";68;"120";"84";".";"s";"s";108;"112";"83";".";"s";"s";101;"36";"33";"0";"0";"13";"82";"99";"46";"0";"s";"s";"164";"132";"s";"0";"0";"s";"176";"80";"s";"0";"0";"s";"96"
"Sant'Andréa-d'Orcino";"2A295";2019;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"35872";"s";".";"s";"s";33904;"51303";"s";".";"s";"s";41769;"43029";"s";".";"s";"s";32934;"21247";"s";".";"s";"s";20198;"33548";"s";".";"s";"s";28058;"24993";"s";".";"s";"s";23002;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"s";"0";"s";"0";"s";"s";"s";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"0";"13";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"4335";"s";".";"s";"s";5185;"83";"s";".";"s";"s";79;"131";"s";".";"s";"s";110;"117";"s";".";"s";"s";107;"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"s";"13";"s";"s";"0";"0";"0";"17";"s";"0";"0";"0";"0";"s"
"San-Gavino-di-Carbini";"2A300";2019;"218";"87";"0";"s";"s";"335";"28";"s";"0";"0";"s";"42";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"27";"s";"0";"0";"s";"41";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"46";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"11";"s";"s";"0";"0";"0";"21";"39963";"32987";".";"s";"s";39123;"48071";"34106";".";"s";"s";44342;"40094";"26396";".";"s";"s";34787;"23774";"18574";".";"s";"s";22648;"30301";"21717";".";"s";"s";28028;"26505";"19925";".";"s";"s";24317;"220";"s";"0";"s";"s";"333";"35";"s";"0";"0";"s";"46";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"s";"25";"s";"0";"s";"s";"47";"62";"s";"0";"0";"s";"99";"46";"s";"0";"0";"s";"72";"s";"s";"0";"0";"s";"s";"82";"s";"0";"0";"s";"98";"35100";"9150";".";"s";"s";48325;"121";"97";".";"s";"s";115;"138";"98";".";"s";"s";127;"112";"87";".";"s";"s";106;"25";"s";"0";"s";"s";"s";"75";"s";"0";"0";"s";"117";"72";"27";"0";"0";"12";"111";"83";"s";"0";"0";"s";"s"
"Sainte-Lucie-de-Tallano";"2A308";2019;"111";"s";"0";"s";"s";"187";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"11";"30262";"16194";".";"s";"s";27490;"38271";"22950";".";"s";"s";33672;"29723";"20295";".";"s";"s";27891;"15168";"11951";".";"s";"s";14933;"26839";"17701";".";"s";"s";23745;"24149";"15882";".";"s";"s";20791;"s";"s";"0";"s";"s";"187";"s";"s";"0";"0";"s";"20";".";".";".";".";".";".";".";".";".";".";".";".";"17";"s";"0";"s";"s";"30";"17";"s";"0";"s";"s";"38";"32";"s";"0";"s";"s";"53";"23";"s";"0";"s";"s";"36";"s";"s";"0";"0";"0";"17";"s";"s";"0";"0";"s";"34";"14266";"3777";".";"s";"s";20441;"74";"56";".";"s";"s";72;"110";"76";".";"s";"s";98;"97";"66";".";"s";"s";85;"s";"s";"0";"s";"s";"46";"42";"16";"0";"s";"s";"73";"36";"s";"0";"s";"s";"51";"s";"s";"0";"0";"s";"38"
"Santa-Maria-Figaniella";"2A310";2019;"s";"s";"0";"s";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"s";"s";"s";"0";"s";"0";"s";"30947";"s";".";"s";"s";26744;"29984";"s";".";"s";"s";27164;"22606";"s";".";"s";"s";19561;"15365";"s";".";"s";"s";13246;"14997";"s";".";"s";"s";14916;"12448";"s";".";"s";"s";12448;"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"0";"0";"0";"s";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"1172";"s";".";"s";"s";1539;"63";"s";".";"s";"s";55;"65";"s";".";"s";"s";59;"55";"s";".";"s";"s";41;"s";"s";"0";"s";"s";"14";"s";"0";"0";"s";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s"
"Santa-Maria-Siché";"2A312";2019;"80";"s";"0";"s";"s";"152";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"29";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"31770";"15409";".";"s";"s";27539;"40742";"21441";".";"s";"s";32524;"34106";"19363";".";"s";"s";25637;"18218";"9955";".";"s";"s";15827;"25602";"15629";".";"s";"s";21330;"23205";"14886";".";"s";"s";18681;"s";"s";"0";"s";"s";"170";"s";"s";"0";"0";"s";"16";".";".";".";".";".";".";".";".";".";".";".";".";"s";"17";"0";"s";"s";"36";"11";"11";"0";"s";"s";"34";"28";"s";"0";"s";"s";"47";"18";"11";"0";"0";"0";"29";"s";"s";"0";"s";"0";"14";"s";"s";"0";"s";"0";"27";"12583";"3346";".";"s";"s";17533;"98";"45";".";"s";"s";83;"118";"62";".";"s";"s";94;"96";"59";".";"s";"s";74;"s";"23";"0";"s";"s";"50";"32";"s";"0";"s";"s";"64";"30";"s";"0";"s";"s";"47";"s";"s";"0";"s";"0";"26"
"Tasso";"2A322";2019;"s";"s";"0";"0";"s";"37";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"0";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"18115";"s";".";".";"s";19736;"24124";"s";".";".";"s";23582;"18479";"s";".";".";"s";18444;"13338";"s";".";".";"s";15338;"19235";"s";".";".";"s";18218;"16134";"s";".";".";"s";15124;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"2455";"s";".";".";"s";3316;"58";"s";".";".";"s";69;"77";"s";".";".";"s";74;"65";"s";".";".";"s";55;"s";"s";"0";"0";"s";"18";"s";"s";"0";"0";"s";"16";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s"
"Tavaco";"2A323";2019;"87";"s";"0";"0";"s";"110";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"87224";"17417";".";".";"11744";78092;"44631";"29735";".";".";"49158";42337;"34956";"30355";".";".";"48290";34730;"44204";"9890";".";".";"12431";39701;"28101";"19212";".";".";"25911";26528;"21666";"20639";".";".";"22300";21630;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"49";"s";"s";"0";"0";"s";"34";"s";"s";"0";"0";"s";"16";"s";"s";"0";"0";"s";"19";"15114";"2064";".";".";"733";17911;"278";"49";".";".";"49";249;"133";"86";".";".";"122";124;"99";"87";".";".";"107";99;"s";"s";"0";"0";"0";"19";"49";"s";"0";"0";"s";"61";"s";"s";"0";"0";"s";"43";"s";"s";"0";"0";"s";"21"
"Tavera";"2A324";2019;"114";"s";"0";"0";"s";"169";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";"s";"s";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"0";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"24906";"14922";".";".";"32452";24698;"34968";"27734";".";".";"34739";33571;"29272";"27599";".";".";"24504";28223;"13585";"10977";".";".";"15689";13469;"23957";"20425";".";".";"22913";23138;"20350";"20717";".";".";"18987";20184;"s";"s";"0";"0";"s";"180";"s";"s";"0";"0";"s";"11";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"13";"s";"s";"0";"0";"s";"39";"44";"13";"0";"0";"14";"71";"19";"s";"0";"0";"s";"32";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"s";"24";"12763";"3042";".";".";"2228";18032;"69";"51";".";".";"35";62;"100";"84";".";".";"80";94;"85";"81";".";".";"78";79;"s";"s";"0";"0";"s";"27";"60";"18";"0";"0";"16";"94";"27";"s";"0";"0";"s";"43";"s";"s";"0";"0";"s";"27"
"Tolla";"2A326";2019;"s";"s";"s";"s";"s";"s";"s";"0";"s";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"21213";"11944";"s";"s";"s";20338;"39467";"18191";"s";"s";"s";28810;"37197";"16594";"s";"s";"s";23947;"12547";"8493";"s";"s";"s";13278;"28768";"16259";"s";"s";"s";22038;"30198";"14584";"s";"s";"s";20529;"s";"s";"s";"s";"s";"s";"0";"s";"0";"s";"0";"s";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"s";"0";"s";"16";"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"s";"13";"3532";"777";"s";"s";"s";5322;"50";"38";"s";"s";"s";56;"122";"65";"s";"s";"s";92;"131";"67";"s";"s";"s";84;"s";"s";"s";"s";"s";"15";"s";"s";"s";"0";"0";"16";"s";"s";"0";"0";"s";"13";"s";"0";"0";"0";"s";"14"
"Ucciani";"2A330";2019;"121";"26";"0";"s";"s";"163";"s";"s";"0";"s";"s";"s";"s";"s";"0";"s";"0";"s";"s";"s";"0";"0";"0";"s";"17";"s";"0";"s";"s";"31";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"s";"0";"0";"s";"s";"s";"s";"0";"s";"s";"31";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"s";"s";"s";"0";"0";"0";"13";"25120";"25528";".";"s";"s";25230;"38114";"27540";".";"s";"s";34589;"31875";"22303";".";"s";"s";26904;"14657";"12477";".";"s";"s";14840;"24764";"17571";".";"s";"s";22796;"21676";"16346";".";"s";"s";20373;"s";"s";"0";"s";"s";"190";"s";"s";"0";"s";"s";"12";".";".";".";".";".";".";".";".";".";".";".";".";"13";"s";"0";"0";"s";"26";"26";"s";"0";"0";"s";"38";"48";"s";"0";"s";"s";"64";"s";"s";"0";"s";"0";"26";"s";"s";"0";"0";"s";"11";"s";"s";"0";"0";"s";"38";"15183";"2796";".";"s";"s";19412;"67";"57";".";"s";"s";67;"103";"78";".";"s";"s";96;"88";"71";".";"s";"s";84;"26";"s";"0";"0";"s";"42";"61";"13";"0";"s";"s";"85";"s";"s";"0";"0";"0";"38";"s";"s";"0";"0";"s";"38"
"Urbalacone";"2A331";2019;"s";"s";"0";"0";"s";"s";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"s";"s";".";".";"s";21540;"s";"s";".";".";"s";18576;"s";"s";".";".";"s";9307;"s";"s";".";".";"s";18154;"s";"s";".";".";"s";13054;"s";"s";".";".";"s";7426;"s";"s";"0";"0";"s";"s";"0";"0";"0";"0";"0";"0";".";".";".";".";".";".";".";".";".";".";".";".";"s";"s";"0";"0";"s";"12";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"0";"0";"0";"0";"0";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s";"s";"s";".";".";"s";1329;"s";"s";".";".";"s";80;"s";"s";".";".";"s";55;"s";"s";".";".";"s";26;"s";"s";"0";"0";"s";"s";"s";"s";"0";"0";"0";"s";"s";"0";"0";"0";"0";"s";"0";"s";"0";"0";"s";"s"
